ITEM   	 BF_TP 	 LEN_L 	   N   	
tar	   8.50	   3	  16	
tardiness	  85.00	   9	   1	
tarp	  28.67	   4	   6	
tarps	  41.75	   5	   3	
tart	  33.00	   4	  12	
tarts	  64.50	   5	   5	
task	  23.00	   4	   7	
taskmaster	  44.11	  10	   0	
tasks	  43.25	   5	   5	
taste	  37.75	   5	   6	
tastes	 147.20	   6	   5	
tat	  10.00	   3	  21	
tauruses	  93.14	   8	   0	
taverna	  35.00	   7	   1	
tax	   5.50	   3	   9	
taxation	  80.86	   8	   0	
taxicab	  21.67	   7	   0	
taxicabs	  16.43	   8	   0	
taxpayer	  33.29	   8	   0	
taxpayers	  43.75	   9	   0	
tea	   4.50	   3	   7	
teak	  28.33	   4	   9	
teal	  32.67	   4	  15	
team	  31.67	   4	   9	
teams	  45.25	   5	   7	
tears	  56.75	   5	  13	
teas	  28.67	   4	  10	
teat	  33.33	   4	  16	
teats	  69.75	   5	  10	
tech	  12.33	   4	   1	
technician	  26.44	  10	   0	
technocrat	  13.89	  10	   0	
techs	  14.75	   5	   0	
tectonics	  48.75	   9	   0	
tedeschi	  26.86	   8	   0	
tedium	  24.60	   6	   1	
tee	   6.50	   3	  14	
teen	  27.00	   4	   7	
teenager	  55.71	   8	   0	
teenagers	  51.25	   9	   0	
teens	  38.75	   5	   2	
tees	  32.33	   4	  10	
teeth	  29.50	   5	   1	
tejano	  15.20	   6	   0	
tel	   3.00	   3	   6	
telecast	  44.86	   8	   0	
telecasts	  48.38	   9	   0	
telegram	  27.00	   8	   0	
telegrams	  34.00	   9	   0	
telegraph	  33.25	   9	   0	
telepath	  37.57	   8	   0	
telephone	  44.38	   9	   0	
telephones	  62.22	  10	   1	
telescope	  30.00	   9	   0	
telescopes	  53.33	  10	   0	
telethon	  41.43	   8	   0	
teletype	  25.86	   8	   0	
temp	  13.67	   4	   1	
tempera	  81.00	   7	   1	
temperance	  57.67	  10	   0	
temps	  32.25	   5	   3	
temptation	 134.44	  10	   0	
tenancy	  43.17	   7	   0	
tench	  39.00	   5	   3	
tendencies	  75.22	  10	   0	
tendency	  55.57	   8	   0	
tenderloin	  32.11	  10	   0	
tenderness	  57.89	  10	   0	
tenement	  54.86	   8	   0	
tenements	  55.75	   9	   0	
tent	  23.33	   4	  15	
tentacle	  46.00	   8	   0	
tentacles	  83.75	   9	   0	
tents	  54.25	   5	  11	
tequila	  23.83	   7	   0	
term	  16.00	   4	   3	
terminal	  66.14	   8	   0	
terminals	  53.00	   9	   0	
terms	  31.25	   5	   3	
terns	  38.00	   5	   4	
terraces	 109.57	   8	   1	
terrier	 128.00	   7	   0	
terriers	  99.14	   8	   0	
terrorists	  51.89	  10	   0	
test	  23.33	   4	  12	
testament	  72.13	   9	   0	
testaments	  55.44	  10	   0	
testicle	  63.29	   8	   0	
testicles	  99.75	   9	   0	
tests	  53.50	   5	   9	
tetanus	  40.00	   7	   0	
tete	  19.00	   4	   2	
tew	   5.50	   3	  12	
text	   7.67	   4	   4	
texts	  42.00	   5	   3	
thalamus	  34.86	   8	   0	
thallium	  60.57	   8	   0	
thane	  34.50	   5	   2	
thanks	  47.80	   6	   2	
theater	 130.00	   7	   0	
theaters	 105.00	   8	   0	
theatre	  48.33	   7	   0	
theatres	 129.71	   8	   0	
theft	  18.00	   5	   0	
thefts	  47.20	   6	   0	
theme	  19.50	   5	   3	
themes	  96.40	   6	   1	
theorist	  74.57	   8	   0	
theorists	  48.25	   9	   0	
therapies	  83.25	   9	   0	
therapist	  46.25	   9	   0	
therapists	  36.00	  10	   0	
therapy	  32.33	   7	   0	
therm	  22.75	   5	   1	
thermostat	  17.67	  10	   0	
thesaurus	  28.13	   9	   0	
thespian	  40.29	   8	   0	
thickener	  54.38	   9	   1	
thief	  26.00	   5	   1	
thievery	  58.00	   8	   0	
thieves	 105.17	   7	   0	
thigh	  21.50	   5	   0	
thighs	  31.40	   6	   0	
thing	  44.75	   5	   5	
things	  37.20	   6	   2	
thiokol	  17.17	   7	   0	
thirst	  36.20	   6	   0	
tho	   1.50	   3	   5	
thong	  32.75	   5	   1	
thorium	  41.50	   7	   0	
thorns	  43.40	   6	   1	
thoughts	  45.43	   8	   0	
thrall	  35.60	   6	   1	
thread	  33.20	   6	   1	
threads	  36.17	   7	   1	
threat	  33.80	   6	   2	
threats	  62.50	   7	   2	
thrift	  35.40	   6	   1	
thrifts	  52.67	   7	   1	
thrill	  41.60	   6	   2	
thrills	  42.00	   7	   0	
throat	  27.40	   6	   1	
throats	  55.17	   7	   2	
throes	  91.40	   6	   3	
thrombosis	  14.00	  10	   0	
throne	  38.60	   6	   1	
throng	  69.40	   6	   1	
throngs	  30.33	   7	   1	
throwaway	  16.25	   9	   0	
thrush	  30.40	   6	   3	
thrusts	  52.00	   7	   0	
thud	   8.67	   4	   2	
thug	   9.33	   4	   3	
thuggery	  58.43	   8	   0	
thugs	  20.75	   5	   1	
thumb	  14.75	   5	   1	
thumbs	  15.80	   6	   1	
thyme	  11.75	   5	   2	
tiara	  25.50	   5	   0	
tiaras	  34.00	   6	   0	
tibetans	  38.29	   8	   0	
tibia	  10.75	   5	   0	
tic	   3.50	   3	   5	
tick	  27.67	   4	  13	
ticks	  41.00	   5	   9	
tics	  14.67	   4	   5	
tide	  18.00	   4	  12	
tides	  78.25	   5	   8	
tidewater	  76.50	   9	   0	
tier	  16.67	   4	   4	
tierce	  26.20	   6	   2	
tiers	  28.25	   5	   1	
ties	  22.33	   4	  11	
tig	   6.50	   3	  15	
tights	  48.60	   6	   6	
tikes	  72.75	   5	  10	
til	   4.00	   3	   8	
tile	  29.33	   4	  13	
tiles	  81.50	   5	  11	
time	  15.67	   4	   9	
times	  74.00	   5	  10	
timetable	  44.38	   9	   0	
timetables	  54.44	  10	   0	
timpani	  28.83	   7	   0	
tin	   8.00	   3	  17	
tinderbox	  40.50	   9	   0	
tines	  91.00	   5	  15	
ting	  32.67	   4	  12	
tinge	  41.25	   5	   2	
tingler	 130.50	   7	   1	
tinkerer	  88.29	   8	   1	
tinkler	 123.50	   7	   1	
tins	  35.33	   4	  17	
tint	  32.33	   4	  11	
tip	   7.50	   3	  15	
tips	  19.33	   4	  14	
tiredness	  64.63	   9	   0	
tis	   4.00	   3	   8	
tit	   7.50	   3	  16	
titania	  29.67	   7	   1	
tithe	  17.25	   5	   2	
toad	  22.67	   4	   5	
toads	  37.75	   5	   3	
toast	  34.25	   5	   3	
toasts	  55.80	   6	   3	
tobacco	  17.17	   7	   0	
tobaccos	  13.29	   8	   0	
toboggan	  16.14	   8	   0	
toboggans	  28.13	   9	   0	
toe	   8.00	   3	  17	
toes	  23.00	   4	  15	
togs	  24.67	   4	  19	
toil	  18.67	   4	   7	
toiletries	  72.22	  10	   0	
toiletry	  34.43	   8	   0	
toils	  43.00	   5	   7	
tol	   6.50	   3	  13	
tole	  32.00	   4	  16	
tolerance	  77.38	   9	   0	
toll	  37.00	   4	  12	
tomahawk	  19.14	   8	   0	
tomahawks	  20.88	   9	   0	
tomato	  27.00	   6	   0	
tomatoes	  96.71	   8	   0	
tomb	  17.00	   4	   5	
tombs	  23.00	   5	   4	
tome	  20.67	   4	  12	
tomes	  77.50	   5	   6	
tomorrows	  33.25	   9	   0	
ton	   8.50	   3	  18	
tone	  29.67	   4	  15	
tones	  84.25	   5	   8	
tongs	  31.75	   5	   4	
tongue	  32.00	   6	   0	
tongues	 117.17	   7	   0	
tonne	  28.00	   5	   0	
tonnes	 108.00	   6	   0	
tons	  31.00	   4	  16	
tool	  29.67	   4	   8	
tools	  45.25	   5	   4	
toon	  30.67	   4	  10	
tooth	  37.00	   5	   1	
toots	  60.25	   5	   7	
top	   9.50	   3	  19	
tops	  23.67	   4	  16	
tor	   7.50	   3	  14	
torch	  40.75	   5	   2	
tormentor	  54.75	   9	   0	
tormentors	  54.78	  10	   0	
tornado	  37.17	   7	   0	
tornadoes	  68.13	   9	   0	
torpedo	  36.83	   7	   0	
torpedoes	  70.88	   9	   1	
torque	  30.60	   6	   0	
tort	  27.67	   4	  10	
torte	  37.75	   5	   1	
tortilla	  45.43	   8	   0	
tortillas	  44.50	   9	   0	
tortoises	  87.38	   9	   0	
torts	  60.75	   5	   5	
torturer	  94.14	   8	   2	
torturers	  75.50	   9	   0	
tot	  10.00	   3	  21	
tote	  24.00	   4	  10	
tots	  30.00	   4	  15	
toughs	  34.00	   6	   3	
tour	  20.00	   4	   7	
tourism	  62.50	   7	   1	
tournament	  44.67	  10	   0	
tournedos	  18.50	   9	   0	
tourniquet	  16.44	  10	   0	
tours	  37.50	   5	   5	
tout	  20.33	   4	   9	
touts	  57.75	   5	   3	
tov	   5.00	   3	  10	
tow	  10.50	   3	  19	
town	  19.00	   4	   5	
towns	  33.50	   5	   2	
toy	   7.50	   3	  15	
toymaker	  38.00	   8	   0	
toys	  16.33	   4	  10	
trace	  47.25	   5	   7	
trachea	  85.33	   7	   0	
track	  50.25	   5	   6	
tracks	  58.60	   6	   5	
tract	  41.75	   5	   3	
tracts	  67.80	   6	   3	
trade	  42.50	   5	   2	
trades	 130.40	   6	   4	
tradition	 112.88	   9	   0	
traditions	  63.67	  10	   0	
trafficker	  30.33	  10	   1	
tragedies	  90.13	   9	   0	
tragedy	  47.67	   7	   0	
trail	  42.50	   5	   5	
trails	  62.00	   6	   2	
train	  43.75	   5	   6	
trains	  98.40	   6	   5	
trait	  43.50	   5	   3	
traits	  75.00	   6	   3	
tram	  19.00	   4	   9	
tramp	  41.25	   5	   3	
trampoline	  91.11	  10	   0	
tramps	  47.00	   6	   2	
trams	  46.75	   5	   6	
trance	  57.80	   6	   1	
transducer	  35.11	  10	   0	
transience	  55.11	  10	   0	
transients	  58.33	  10	   0	
transistor	  38.11	  10	   0	
transition	 126.89	  10	   0	
translator	  49.78	  10	   0	
trap	  17.67	   4	   6	
traps	  51.00	   5	   4	
trash	  47.00	   5	   2	
traveler	  82.29	   8	   0	
travelers	  76.63	   9	   0	
traveller	  57.88	   9	   1	
travellers	  50.22	  10	   0	
travelogue	  23.67	  10	   0	
travesties	 121.00	  10	   0	
travesty	  51.14	   8	   0	
tray	  17.33	   4	   7	
trays	  35.00	   5	   3	
treachery	  63.13	   9	   0	
treasurer	  59.88	   9	   2	
treasurers	  42.00	  10	   0	
treasury	  65.29	   8	   1	
treatises	  97.63	   9	   0	
tree	  11.00	   4	   4	
trees	  87.75	   5	   4	
treks	  46.25	   5	   2	
trench	  45.80	   6	   1	
trend	  33.00	   5	   1	
trends	  48.80	   6	   2	
tress	  32.25	   5	   5	
triangle	  52.57	   8	   0	
triangles	  77.88	   9	   0	
triathlon	  42.38	   9	   0	
tribe	  31.00	   5	   4	
tribes	 104.00	   6	   1	
triborough	  21.00	  10	   0	
tribunal	  49.14	   8	   0	
tribunals	  37.13	   9	   0	
trice	  42.25	   5	   8	
trick	  45.25	   5	   7	
trickery	  83.29	   8	   0	
tricks	  53.40	   6	   4	
tricycle	  43.86	   8	   0	
trifecta	  34.43	   8	   0	
trig	  10.67	   4	   5	
trilogy	  50.00	   7	   0	
trimester	  83.38	   9	   0	
trine	  54.50	   5	   8	
trip	  14.00	   4	   5	
tripe	  35.50	   5	   4	
triplicate	  40.33	  10	   0	
trips	  47.25	   5	   5	
tritium	  76.17	   7	   0	
trivia	  35.20	   6	   0	
trois	  31.50	   5	   1	
troll	  37.75	   5	   2	
troop	  37.50	   5	   1	
troops	  43.40	   6	   1	
tropopause	  27.44	  10	   0	
troth	  42.75	   5	   5	
troubadour	  31.44	  10	   0	
trough	  36.00	   6	   1	
troughs	  46.00	   7	   0	
troupe	  35.80	   6	   0	
troupes	 133.67	   7	   0	
trout	  36.25	   5	   0	
trove	  38.75	   5	   3	
trow	  14.00	   4	   7	
truancy	  40.33	   7	   0	
truce	  29.25	   5	   3	
truck	  32.25	   5	   4	
trucks	  40.20	   6	   3	
truism	  34.60	   6	   0	
trump	  26.50	   5	   2	
trunk	  33.50	   5	   2	
trunks	  41.00	   6	   2	
truss	  28.75	   5	   2	
truth	  30.75	   5	   0	
truths	  32.20	   6	   0	
tryst	  21.25	   5	   1	
tsar	   8.33	   4	   1	
tsunami	  14.00	   7	   0	
tub	   5.00	   3	   9	
tube	   8.67	   4	   3	
tubes	  64.50	   5	   2	
tubs	  14.67	   4	   8	
tucks	  38.50	   5	   7	
tue	   4.00	   3	  12	
tuft	  10.67	   4	   0	
tufts	  40.00	   5	   0	
tug	   6.50	   3	  12	
tuition	  68.17	   7	   0	
tuitions	  51.14	   8	   0	
tums	  15.33	   4	   8	
tune	  24.00	   4	   5	
tunes	  79.00	   5	   5	
turbojet	  16.14	   8	   0	
turboprop	  12.38	   9	   0	
turbulence	  38.67	  10	   0	
turf	  14.00	   4	   3	
turk	  18.33	   4	   7	
turks	  40.25	   5	   5	
turnabout	  28.63	   9	   0	
turnaround	  17.67	  10	   0	
turnover	  49.14	   8	   0	
turnovers	  53.88	   9	   0	
turntable	  47.63	   9	   0	
turntables	  54.78	  10	   0	
turpentine	 130.00	  10	   0	
turpitude	  31.50	   9	   0	
turtleneck	  34.33	  10	   0	
tush	  20.67	   4	   8	
tusk	  16.67	   4	   6	
tusks	  35.75	   5	   4	
tutelage	  44.86	   8	   0	
tux	   1.50	   3	   4	
tuxedo	  11.40	   6	   0	
tuxedos	  10.17	   7	   0	
twain	  19.75	   5	   2	
twang	  27.50	   5	   0	
twas	   6.67	   4	   2	
tweaks	  31.40	   6	   0	
tweed	  62.25	   5	   0	
twig	   4.00	   4	   3	
twigs	  16.75	   5	   1	
twill	  24.50	   5	   3	
twin	  10.33	   4	   3	
twine	  32.75	   5	   4	
twinge	  30.20	   6	   0	
twins	  41.25	   5	   3	
twist	  21.50	   5	   0	
twists	  44.40	   6	   1	
tyke	   8.00	   4	   3	
type	   7.00	   4	   3	
types	  67.50	   5	   3	
typewriter	  48.00	  10	   0	
tyrannies	  83.25	   9	   0	
tyranny	  22.33	   7	   0	
tyre	  14.67	   4	   5	
ugliness	  82.14	   8	   0	
ultima	  15.40	   6	   0	
ultrasound	  18.00	  10	   0	
umbrella	  14.71	   8	   0	
umbrellas	  23.50	   9	   0	
umpire	  22.80	   6	   1	
umpires	 109.17	   7	   1	
unburden	  45.71	   8	   0	
unbutton	  39.71	   8	   0	
uncomplete	  39.00	  10	   1	
underbrush	  47.22	  10	   0	
underclass	  56.78	  10	   0	
undercoat	  53.63	   9	   0	
underdog	  47.71	   8	   0	
underdogs	  58.50	   9	   0	
undergrad	  52.50	   9	   0	
underling	 241.25	   9	   1	
underlings	  56.67	  10	   1	
underpants	  70.44	  10	   0	
underpass	  68.25	   9	   0	
underseas	  54.75	   9	   0	
undershirt	  50.78	  10	   0	
underside	  70.88	   9	   0	
undertone	  79.38	   9	   1	
undertones	  91.89	  10	   0	
undertow	  53.29	   8	   0	
underwear	  53.38	   9	   0	
underworld	  47.11	  10	   0	
undoing	 260.50	   7	   1	
undulate	  56.71	   8	   0	
unemploy	  24.86	   8	   0	
unfairness	  49.56	  10	   0	
unicorn	  32.67	   7	   0	
uniform	  27.83	   7	   0	
uniforms	  29.57	   8	   0	
unionist	  62.57	   8	   0	
unionists	  45.88	   9	   0	
uniqueness	  57.11	  10	   0	
unisex	  42.60	   6	   0	
unison	  35.80	   6	   0	
unity	  27.00	   5	   3	
universe	  48.43	   8	   0	
unshaken	  34.57	   8	   1	
upbringing	 125.67	  10	   0	
upheaval	  30.86	   8	   0	
upheavals	  21.63	   9	   0	
uprising	 267.71	   8	   0	
uprisings	  41.75	   9	   0	
ups	   1.50	   3	   1	
urbanite	  56.86	   8	   1	
urbanites	  89.38	   9	   0	
urea	   7.00	   4	   1	
urethane	  50.14	   8	   0	
urethra	  28.67	   7	   0	
urge	   4.67	   4	   0	
urgency	  21.83	   7	   0	
urn	   1.00	   3	   0	
usefulness	  33.33	  10	   0	
usury	  16.75	   5	   1	
utensils	  35.86	   8	   0	
utero	  11.25	   5	   0	
uterus	  16.40	   6	   0	
utterance	  72.75	   9	   0	
vacancies	  78.75	   9	   0	
vacancy	  31.50	   7	   0	
vacation	  88.29	   8	   1	
vacations	  58.38	   9	   0	
vagabond	  27.43	   8	   0	
vagabonds	  19.88	   9	   0	
vagaries	 118.71	   8	   0	
vagary	  32.80	   6	   0	
vagina	  61.80	   6	   0	
vagrancy	  32.29	   8	   0	
vale	  25.33	   4	  12	
valentines	  74.56	  10	   0	
vales	  78.00	   5	  12	
valium	  35.40	   6	   0	
valuables	  67.25	   9	   0	
valve	  23.25	   5	   3	
valves	 106.80	   6	   3	
vamp	  15.67	   4	   4	
vane	  29.00	   4	  11	
vanes	  87.25	   5	   7	
vang	  27.67	   4	  11	
vanilla	  37.83	   7	   0	
vanities	 153.29	   8	   0	
vanity	  53.60	   6	   1	
vans	  30.33	   4	   9	
vaporware	  31.13	   9	   0	
variance	  62.14	   8	   0	
variant	  69.67	   7	   1	
variants	  78.86	   8	   0	
varnishes	  82.00	   9	   1	
varsity	  74.50	   7	   0	
vase	  20.67	   4	   6	
vat	   8.00	   3	  15	
vats	  26.33	   4	  11	
vault	  14.25	   5	   1	
vaults	  43.40	   6	   1	
veal	  30.67	   4	  11	
veals	  53.00	   5	   7	
vegetable	  45.13	   9	   0	
vegetables	  57.89	  10	   0	
vehicle	  33.83	   7	   0	
vehicles	 103.00	   8	   0	
veil	  11.67	   4	   2	
veils	  38.00	   5	   1	
vein	  13.00	   4	   3	
veins	  41.50	   5	   2	
vendetta	  37.71	   8	   0	
vendettas	  33.25	   9	   0	
venison	  43.00	   7	   0	
vent	  21.33	   4	  10	
vents	  49.75	   5	   6	
venturi	  41.33	   7	   1	
ver	   2.00	   3	   4	
veranda	  40.33	   7	   0	
verandas	  44.00	   8	   1	
verb	  12.67	   4	   3	
verbiage	  32.71	   8	   0	
verbs	  21.75	   5	   1	
verge	  28.25	   5	   4	
verities	 157.14	   8	   0	
verity	  54.00	   6	   1	
vermilion	  85.25	   9	   0	
vernier	 113.83	   7	   0	
verse	  31.50	   5	   3	
vert	  16.33	   4	   5	
vertebra	  35.29	   8	   0	
vertebrae	  35.25	   9	   1	
vertigo	  62.17	   7	   0	
verve	  25.00	   5	   4	
vesicle	  48.33	   7	   1	
vesicles	 116.14	   8	   1	
vest	  21.33	   4	  11	
vestibule	  51.00	   9	   0	
vestiges	 115.00	   8	   0	
vests	  49.00	   5	   6	
vet	   7.00	   3	  13	
veteran	  43.67	   7	   0	
veterans	  71.57	   8	   0	
vets	  23.00	   4	  10	
viaduct	  20.50	   7	   0	
viaducts	  43.43	   8	   0	
viator	  28.80	   6	   1	
vibe	   6.00	   4	   4	
vibes	  65.75	   5	   2	
vibration	 107.63	   9	   0	
vibrations	  55.67	  10	   0	
vibrato	  23.67	   7	   1	
vibrator	  37.43	   8	   0	
victories	 103.50	   9	   0	
victory	  48.17	   7	   1	
vicuna	  17.80	   6	   0	
video	  23.00	   5	   1	
videos	  19.40	   6	   0	
view	  13.67	   4	   1	
viewership	  24.78	  10	   0	
viewfinder	  29.00	  10	   0	
views	  14.75	   5	   0	
vigilance	  47.00	   9	   1	
villager	  66.43	   8	   1	
villagers	  62.50	   9	   0	
villages	 105.71	   8	   1	
vim	   4.00	   3	   6	
vindicates	 100.33	  10	   1	
vine	  31.00	   4	  15	
vinegar	  28.83	   7	   0	
vinegars	  61.86	   8	   0	
vines	  90.25	   5	  11	
vintages	 104.14	   8	   0	
violas	  17.60	   6	   1	
violence	  43.57	   8	   0	
violets	  70.17	   7	   0	
violin	  19.80	   6	   0	
violins	 184.00	   7	   0	
virginians	  30.78	  10	   0	
viruses	 110.83	   7	   0	
vise	  15.67	   4	   8	
visigoth	  28.29	   8	   0	
visitor	  34.50	   7	   0	
visitors	  73.57	   8	   0	
vitamin	  27.33	   7	   0	
vitamins	 158.29	   8	   0	
vitriol	  44.17	   7	   0	
vividness	  60.75	   9	   0	
vocalist	  75.14	   8	   0	
vocation	  83.86	   8	   2	
vocations	  54.13	   9	   2	
vogue	  11.75	   5	   2	
voice	  21.00	   5	   0	
void	   9.00	   4	   0	
voids	  27.75	   5	   0	
volante	  41.67	   7	   0	
volcano	  26.83	   7	   0	
volcanoes	  62.88	   9	   0	
volcanos	  22.71	   8	   0	
volition	  95.86	   8	   0	
volleyball	  17.11	  10	   0	
volt	  20.33	   4	   4	
voltages	  96.00	   8	   0	
volts	  49.50	   5	   4	
volunteers	  37.44	  10	   0	
votes	  79.25	   5	   5	
vow	   6.50	   3	  11	
vows	  11.33	   4	   5	
voyagers	  66.43	   8	   0	
voyages	 100.17	   7	   1	
vroom	  27.00	   5	   2	
wacks	  48.00	   5	  10	
wad	   9.00	   3	  17	
wads	  22.33	   4	   9	
wage	  20.67	   4	  11	
waggoner	  57.57	   8	   0	
wags	  29.00	   4	  14	
waif	  22.33	   4	   3	
wain	  29.33	   4	  10	
waist	  35.50	   5	   2	
waists	  59.00	   6	   1	
waitresses	  65.89	  10	   0	
wall	  38.33	   4	  12	
wallaby	  50.67	   7	   0	
wallflower	  20.44	  10	   0	
wallpaper	  38.75	   9	   0	
wallpapers	  34.11	  10	   0	
walls	  55.50	   5	   9	
walruses	  92.29	   8	   0	
waltz	  25.75	   5	   0	
wand	  34.00	   4	   9	
wanderer	 107.14	   8	   1	
wanderers	  88.13	   9	   0	
wanderings	  43.56	  10	   0	
wanderlust	  33.56	  10	   0	
wands	  51.25	   5	   9	
wanes	  95.25	   5	  15	
wank	  34.00	   4	  14	
wannabe	  38.33	   7	   0	
wannabees	  61.88	   9	   0	
wannabes	  95.43	   8	   0	
war	   8.50	   3	  15	
warbling	 298.00	   8	   0	
ward	  36.33	   4	  15	
wards	  47.75	   5	   8	
warehouses	  61.44	  10	   0	
wares	  96.00	   5	  17	
wariness	 109.71	   8	   0	
warmonger	  55.63	   9	   0	
warmth	  45.80	   6	   0	
warp	  32.33	   4	  10	
warranties	 116.67	  10	   0	
warranty	  69.00	   8	   1	
warrior	  78.33	   7	   0	
warriors	  84.86	   8	   0	
wars	  35.67	   4	  17	
wart	  36.67	   4	  20	
warts	  65.50	   5	  12	
washbasin	  16.13	   9	   0	
wasp	  24.33	   4	   6	
wasps	  35.50	   5	   2	
wastepaper	  31.78	  10	   0	
waterbeds	  51.63	   9	   0	
watercress	  53.89	  10	   0	
waterfall	  51.25	   9	   0	
waterfalls	  45.44	  10	   0	
waterfowl	  47.38	   9	   0	
waterfront	  57.22	  10	   0	
watermark	  58.63	   9	   0	
watermarks	  37.67	  10	   0	
watershed	 139.63	   9	   0	
waterway	  49.00	   8	   0	
waterways	  48.50	   9	   0	
waterworks	  36.22	  10	   0	
wave	  21.67	   4	  14	
waves	  86.50	   5	  13	
wax	   5.50	   3	   9	
way	  10.00	   3	  20	
ways	  19.00	   4	  11	
weaknesses	  56.00	  10	   0	
wealth	  36.80	   6	   1	
weaponry	  43.14	   8	   0	
weariness	  87.00	   9	   0	
weatherman	  30.56	  10	   0	
weathermen	  31.33	  10	   0	
web	   3.00	   3	   4	
webmaster	  62.88	   9	   0	
webs	  14.67	   4	   1	
wedge	  21.50	   5	   3	
weed	  32.00	   4	  10	
weeds	  35.25	   5	   8	
week	  24.00	   4	   7	
weekender	  44.63	   9	   0	
weeks	  38.25	   5	   6	
weight	  21.00	   6	   3	
weights	  49.17	   7	   2	
welds	  31.25	   5	   4	
wellbeing	 191.88	   9	   0	
welt	  21.67	   4	  11	
wende	  26.75	   5	   0	
wesleyan	  25.86	   8	   0	
west	  23.33	   4	  14	
westerlies	  90.67	  10	   0	
westerner	  84.25	   9	   0	
westerners	  65.44	  10	   0	
whale	  31.75	   5	   3	
whales	 116.80	   6	   0	
whan	  14.00	   4	   6	
whang	  34.75	   5	   0	
wharf	  31.00	   5	   0	
wharfs	  31.20	   6	   0	
whats	  54.50	   5	   1	
wheat	  27.00	   5	   1	
wheel	  30.75	   5	   0	
wheels	  49.00	   6	   0	
whey	   8.67	   4	   2	
whiff	  21.25	   5	   0	
whigs	  25.50	   5	   2	
whiles	 119.80	   6	   2	
whim	  11.00	   4	   5	
whims	  28.75	   5	   1	
whips	  34.25	   5	   3	
whirl	  23.25	   5	   1	
whit	  14.67	   4	   8	
whites	 126.20	   6	   3	
whodunit	  17.71	   8	   0	
whodunits	  52.50	   9	   0	
wholesaler	  37.78	  10	   0	
whore	  30.00	   5	   5	
whores	 106.00	   6	   3	
whorl	  22.75	   5	   2	
whorls	  42.80	   6	   2	
whys	   9.33	   4	   1	
wich	  17.33	   4	   4	
wickedness	  35.44	  10	   0	
wicks	  42.25	   5	   8	
widower	  66.33	   7	   1	
widowers	  68.43	   8	   0	
width	  22.25	   5	   0	
wife	  12.00	   4	   9	
wig	   5.50	   3	  11	
wigs	  22.00	   4	   9	
wildcatter	  62.67	  10	   0	
wilderness	  49.22	  10	   0	
wildfire	  27.43	   8	   0	
wildflower	  15.44	  10	   0	
wilds	  35.00	   5	   4	
wile	  30.33	   4	  16	
wiles	  82.75	   5	  12	
willpower	  33.88	   9	   0	
wills	  52.25	   5	  13	
wimp	  16.00	   4	   3	
wimps	  32.50	   5	   3	
winch	  46.00	   5	   5	
wind	  32.00	   4	  12	
windowpane	  19.00	  10	   0	
winds	  48.25	   5	  12	
wine	  35.00	   4	  21	
wineries	 142.57	   8	   0	
winery	  63.40	   6	   2	
wines	  92.25	   5	  16	
wing	  33.67	   4	  11	
wings	  39.75	   5	   8	
wink	  32.00	   4	  11	
winks	  51.25	   5	   9	
wintertime	  76.00	  10	   0	
wiretap	  26.83	   7	   0	
wis	   3.00	   3	   7	
wisp	  15.33	   4	   4	
wist	  26.00	   4	  10	
wit	   6.50	   3	  12	
